entry_time,exit_time,stance,entry_spot,exit_spot,strike_long,strike_short1,strike_short2,net_pnl_pts,net_pnl_rs,cum_pnl,peak,drawdown
2024-12-17 09:20,2024-12-24 15:20,PUT_CALENDAR,24592.75,23733.75,24300,24450,24000,800.9484280472461,52061.647823071,31573.829322417187,31573.829322417187,0.0
2024-12-26 09:20,2025-01-02 15:20,PUT_CALENDAR,23841.9,24189.85,23550,23700,23250,178.96876346824138,11632.96962543569,31752.798085885428,31752.798085885428,0.0
2025-01-07 09:20,2025-01-14 15:20,PUT_CALENDAR,23750.9,23184.3,23450,23600,23150,764.1622126081766,49670.54381953148,32516.960298493606,32516.960298493606,0.0
2025-01-16 09:20,2025-01-23 15:20,PUT_CALENDAR,23326.65,23195.6,23050,23200,22750,572.2524604531955,37196.4099294577,33089.2127589468,33089.2127589468,0.0
2025-01-28 09:20,2025-02-03 15:20,PUT_CALENDAR,22916.15,23355.5,22600,22750,22300,96.04641392548365,6243.016905156437,33185.259172872284,33185.259172872284,0.0
2025-02-04 09:20,2025-02-11 15:20,PUT_CALENDAR,23514.35,23064.8,23200,23350,22900,672.8037594179914,43732.24436216944,33858.062932290275,33858.062932290275,0.0
2025-02-13 09:20,2025-02-20 15:20,PUT_CALENDAR,23093.5,22914.1,22800,22950,22500,568.16345760896,36930.6247445824,34426.22638989924,34426.22638989924,0.0
2025-02-25 09:20,2025-03-05 15:20,PUT_CALENDAR,22549.65,22331.1,22250,22400,21950,554.5994219152399,36048.96242449059,34980.82581181448,34980.82581181448,0.0
2025-03-06 09:20,2025-03-13 15:20,PUT_CALENDAR,22417.35,22401.75,22100,22250,21800,382.1055275264107,24836.859289216696,35362.93133934089,35362.93133934089,0.0
2025-03-18 09:20,2025-03-25 15:20,PUT_CALENDAR,22608.45,23670.35,22300,22450,22000,-61.928211990058344,-4025.333779353792,35301.00312735083,35362.93133934089,-61.928211990059935
2025-03-27 09:20,2025-04-04 15:20,PUT_CALENDAR,23512.6,22899.0,23200,23350,22900,780.9326318130443,50760.62106784788,36081.93575916387,36081.93575916387,0.0
2025-04-08 09:20,2025-04-17 15:20,PUT_CALENDAR,22540.7,23850.3,22250,22400,21950,-81.24432769397936,-5280.881300108658,36000.69143146989,36081.93575916387,-81.24432769398118
2025-04-22 09:20,2025-04-29 15:20,PUT_CALENDAR,24097.2,24330.85,23800,23950,23500,254.65429470557592,16552.529155862434,36255.34572617547,36255.34572617547,0.0
2025-05-06 09:20,2025-05-13 15:20,PUT_CALENDAR,24438.75,24576.5,24150,24300,23850,343.45211303845554,22324.38734749961,36598.79783921392,36598.79783921392,0.0
2025-05-15 09:20,2025-05-22 15:20,PUT_CALENDAR,24596.1,24602.05,24300,24450,24000,457.93532856615184,29765.79635679987,37056.73316778007,37056.73316778007,0.0
2025-05-27 09:20,2025-06-03 15:20,PUT_CALENDAR,24852.5,24545.6,24550,24700,24250,664.8268874997411,43213.74768748318,37721.56005527981,37721.56005527981,0.0
2025-06-05 09:20,2025-06-12 15:20,PUT_CALENDAR,24631.5,24870.5,24350,24500,24050,278.6276267749263,18110.79574037021,38000.18768205474,38000.18768205474,0.0
2025-06-17 09:20,2025-06-24 15:20,PUT_CALENDAR,24895.3,25054.25,24600,24750,24300,335.96394263732964,21837.656271426426,38336.15162469207,38336.15162469207,0.0
